point_id,lat,lon,mode,duration_min,status,legs,n_journeys,queried_at
389,51.385011,-0.20501,transit,78,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:08:58.600227
390,51.385011,-0.202121,cycle,87,ok,cycle,1,2026-03-16T10:09:04.900434
390,51.385011,-0.202121,transit,77,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:09:09.433248
391,51.385011,-0.199232,cycle,87,ok,cycle,1,2026-03-16T10:09:15.057073
391,51.385011,-0.199232,transit,77,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:09:20.166549
392,51.385011,-0.196342,cycle,87,ok,cycle,1,2026-03-16T10:09:26.343811
392,51.385011,-0.196342,transit,77,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:09:31.037797
393,51.385011,-0.193453,cycle,85,ok,cycle,1,2026-03-16T10:09:36.210811
393,51.385011,-0.193453,transit,74,ok,walking -> bus -> walking -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:09:40.722246
394,51.385011,-0.190564,cycle,85,ok,cycle,1,2026-03-16T10:09:46.722659
394,51.385011,-0.190564,transit,73,ok,walking -> bus -> walking -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:09:51.758969
395,51.385011,-0.187675,cycle,85,ok,cycle,1,2026-03-16T10:09:57.926746
395,51.385011,-0.187675,transit,74,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:10:02.504948
396,51.385011,-0.184785,cycle,84,ok,cycle,1,2026-03-16T10:10:08.531546
396,51.385011,-0.184785,transit,74,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:10:12.950784
397,51.385011,-0.181896,cycle,84,ok,cycle,1,2026-03-16T10:10:19.013902
397,51.385011,-0.181896,transit,72,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:10:24.100426
398,51.385011,-0.179007,cycle,83,ok,cycle,1,2026-03-16T10:10:29.573985
398,51.385011,-0.179007,transit,70,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:10:34.264361
399,51.385011,-0.176117,cycle,84,ok,cycle,1,2026-03-16T10:10:40.182379
399,51.385011,-0.176117,transit,71,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:10:45.157377
400,51.385011,-0.173228,cycle,83,ok,cycle,1,2026-03-16T10:10:51.185119
400,51.385011,-0.173228,transit,73,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:10:55.878448
401,51.385011,-0.170339,cycle,84,ok,cycle,1,2026-03-16T10:11:01.159767
401,51.385011,-0.170339,transit,75,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:11:06.209649
402,51.385011,-0.16745,cycle,84,ok,cycle,1,2026-03-16T10:11:11.769562
402,51.385011,-0.16745,transit,85,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:11:16.523974
403,51.385011,-0.16456,cycle,83,ok,cycle,1,2026-03-16T10:11:22.162284
403,51.385011,-0.16456,transit,83,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:11:27.075010
404,51.385011,-0.161671,cycle,83,ok,cycle,1,2026-03-16T10:11:34.434869
404,51.385011,-0.161671,transit,82,ok,walking -> national-rail -> walking,3,2026-03-16T10:11:39.923376
405,51.385011,-0.158782,cycle,83,ok,cycle,1,2026-03-16T10:11:45.807587
405,51.385011,-0.158782,transit,80,ok,walking -> national-rail -> walking,3,2026-03-16T10:11:51.385808
406,51.385011,-0.155893,cycle,86,ok,cycle,1,2026-03-16T10:11:58.624831
406,51.385011,-0.155893,transit,81,ok,walking -> national-rail -> walking,3,2026-03-16T10:12:03.929079
407,51.385011,-0.153003,cycle,89,ok,cycle,1,2026-03-16T10:12:08.846601
407,51.385011,-0.153003,transit,84,ok,walking -> national-rail -> walking,3,2026-03-16T10:12:14.636522
408,51.385011,-0.150114,cycle,90,ok,cycle,1,2026-03-16T10:12:21.907279
408,51.385011,-0.150114,transit,84,ok,walking -> national-rail -> walking,3,2026-03-16T10:12:27.537239
409,51.385011,-0.147225,cycle,,http_404,,,2026-03-16T10:13:45.344096
409,51.385011,-0.147225,transit,79,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:13:50.382603
410,51.385011,-0.144336,cycle,,http_404,,,2026-03-16T10:15:23.907484
410,51.385011,-0.144336,transit,76,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:15:29.654216
411,51.385011,-0.141446,cycle,,http_404,,,2026-03-16T10:17:01.951151
411,51.385011,-0.141446,transit,83,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:17:08.248349
412,51.385011,-0.138557,cycle,87,ok,cycle,1,2026-03-16T10:17:14.396863
412,51.385011,-0.138557,transit,77,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:17:20.057056
413,51.385011,-0.135668,cycle,88,ok,cycle,1,2026-03-16T10:17:25.756943
413,51.385011,-0.135668,transit,80,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:17:29.724476
414,51.385011,-0.132779,cycle,88,ok,cycle,1,2026-03-16T10:17:35.640111
414,51.385011,-0.132779,transit,76,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:17:38.992971
415,51.385011,-0.129889,cycle,89,ok,cycle,1,2026-03-16T10:17:44.864203
415,51.385011,-0.129889,transit,72,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:17:47.907661
416,51.385011,-0.127,cycle,88,ok,cycle,1,2026-03-16T10:17:53.612061
416,51.385011,-0.127,transit,73,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:17:56.847522
417,51.385011,-0.124111,cycle,82,ok,cycle,1,2026-03-16T10:18:02.434445
417,51.385011,-0.124111,transit,78,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:18:06.509830
418,51.385011,-0.121221,cycle,81,ok,cycle,1,2026-03-16T10:18:12.582105
418,51.385011,-0.121221,transit,77,ok,walking -> bus -> walking -> national-rail -> overground -> walking -> bus -> walking,3,2026-03-16T10:18:15.887366
419,51.385011,-0.118332,cycle,80,ok,cycle,1,2026-03-16T10:18:21.489006
419,51.385011,-0.118332,transit,79,ok,walking -> bus -> walking -> national-rail -> overground -> walking -> bus -> walking,3,2026-03-16T10:18:26.329772
420,51.385011,-0.115443,cycle,80,ok,cycle,1,2026-03-16T10:18:31.663485
420,51.385011,-0.115443,transit,77,ok,walking -> bus -> walking -> national-rail -> overground -> walking -> bus -> walking,3,2026-03-16T10:18:37.143710
421,51.385011,-0.112554,cycle,79,ok,cycle,1,2026-03-16T10:18:42.324281
421,51.385011,-0.112554,transit,75,ok,walking -> bus -> walking -> national-rail -> overground -> bus -> walking,3,2026-03-16T10:18:47.228549
422,51.385011,-0.109664,cycle,79,ok,cycle,1,2026-03-16T10:18:52.444001
422,51.385011,-0.109664,transit,71,ok,walking -> bus -> walking -> national-rail -> overground -> bus -> walking,3,2026-03-16T10:18:57.159693
423,51.385011,-0.106775,cycle,79,ok,cycle,1,2026-03-16T10:19:02.576583
423,51.385011,-0.106775,transit,72,ok,walking -> bus -> walking -> national-rail -> overground -> bus -> walking,3,2026-03-16T10:19:05.979189
424,51.385011,-0.103886,cycle,79,ok,cycle,1,2026-03-16T10:19:11.766147
424,51.385011,-0.103886,transit,75,ok,walking -> bus -> walking -> national-rail -> overground -> walking,3,2026-03-16T10:19:15.360213
425,51.385011,-0.100997,cycle,79,ok,cycle,1,2026-03-16T10:19:21.217537
425,51.385011,-0.100997,transit,75,ok,walking -> bus -> walking -> national-rail -> overground -> walking,3,2026-03-16T10:19:24.825205
426,51.385011,-0.098107,cycle,78,ok,cycle,1,2026-03-16T10:19:30.277145
426,51.385011,-0.098107,transit,75,ok,walking -> bus -> walking -> national-rail -> bus -> bus -> walking,3,2026-03-16T10:19:34.076028
427,51.385011,-0.095218,cycle,78,ok,cycle,1,2026-03-16T10:19:39.656744
427,51.385011,-0.095218,transit,76,ok,walking -> bus -> walking -> national-rail -> bus -> bus -> walking,3,2026-03-16T10:19:42.975368
428,51.385011,-0.092329,cycle,78,ok,cycle,1,2026-03-16T10:19:48.399376
428,51.385011,-0.092329,transit,76,ok,walking -> bus -> walking -> national-rail -> walking,3,2026-03-16T10:19:52.618298
429,51.385011,-0.08944,cycle,78,ok,cycle,1,2026-03-16T10:19:58.977618
429,51.385011,-0.08944,transit,76,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:20:02.395223
430,51.385011,-0.08655,cycle,80,ok,cycle,1,2026-03-16T10:20:07.539256
430,51.385011,-0.08655,transit,69,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:20:10.947448
431,51.385011,-0.083661,cycle,80,ok,cycle,1,2026-03-16T10:20:18.952880
431,51.385011,-0.083661,transit,70,ok,walking -> national-rail -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:20:21.546103
432,51.385011,-0.080772,cycle,80,ok,cycle,1,2026-03-16T10:20:26.808310
432,51.385011,-0.080772,transit,73,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:20:30.944681
433,51.385011,-0.077883,cycle,81,ok,cycle,1,2026-03-16T10:20:36.525508
433,51.385011,-0.077883,transit,71,ok,walking -> national-rail -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:20:41.453022
434,51.385011,-0.074993,cycle,80,ok,cycle,1,2026-03-16T10:20:51.723175
434,51.385011,-0.074993,transit,71,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:20:56.630997
435,51.385011,-0.072104,cycle,81,ok,cycle,1,2026-03-16T10:21:04.305478
435,51.385011,-0.072104,transit,74,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:21:07.712923
436,51.385011,-0.069215,cycle,80,ok,cycle,1,2026-03-16T10:21:14.300680
436,51.385011,-0.069215,transit,73,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:21:17.639512
437,51.385011,-0.066325,cycle,81,ok,cycle,1,2026-03-16T10:21:22.871492
437,51.385011,-0.066325,transit,72,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:21:26.032430
438,51.385011,-0.063436,cycle,78,ok,cycle,1,2026-03-16T10:21:27.828396
438,51.385011,-0.063436,transit,68,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:21:31.349721
439,51.385011,-0.060547,cycle,80,ok,cycle,1,2026-03-16T10:21:37.600157
439,51.385011,-0.060547,transit,72,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:21:42.545117
440,51.385011,-0.057658,cycle,80,ok,cycle,1,2026-03-16T10:21:48.051929
440,51.385011,-0.057658,transit,76,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:21:54.776814
441,51.385011,-0.054768,cycle,82,ok,cycle,1,2026-03-16T10:22:03.222821
441,51.385011,-0.054768,transit,78,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:22:06.502844
442,51.385011,-0.051879,cycle,85,ok,cycle,1,2026-03-16T10:22:13.171520
442,51.385011,-0.051879,transit,83,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:22:17.645158
443,51.385011,-0.04899,cycle,81,ok,cycle,1,2026-03-16T10:22:23.534047
443,51.385011,-0.04899,transit,86,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:22:25.198724
444,51.385011,-0.046101,cycle,80,ok,cycle,1,2026-03-16T10:22:30.733194
444,51.385011,-0.046101,transit,83,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:22:35.367305
445,51.385011,-0.043211,cycle,81,ok,cycle,1,2026-03-16T10:22:41.516284
445,51.385011,-0.043211,transit,83,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:22:46.860078
446,51.385011,-0.040322,cycle,80,ok,cycle,1,2026-03-16T10:22:53.617918
446,51.385011,-0.040322,transit,86,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:22:57.186214
447,51.385011,-0.037433,cycle,81,ok,cycle,1,2026-03-16T10:23:02.292104
447,51.385011,-0.037433,transit,87,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:23:07.327058
448,51.385011,-0.034544,cycle,87,ok,cycle,1,2026-03-16T10:23:13.636334
448,51.385011,-0.034544,transit,89,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:23:19.872763
449,51.385011,-0.031654,cycle,86,ok,cycle,1,2026-03-16T10:23:26.078408
449,51.385011,-0.031654,transit,86,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:23:31.643214
450,51.385011,-0.028765,cycle,87,ok,cycle,1,2026-03-16T10:23:39.813771
450,51.385011,-0.028765,transit,85,ok,walking -> bus -> walking -> tube -> national-rail -> bus -> walking,3,2026-03-16T10:23:44.415471
451,51.385011,-0.025876,cycle,82,ok,cycle,1,2026-03-16T10:23:50.211838
451,51.385011,-0.025876,transit,82,ok,walking -> bus -> walking -> tube -> national-rail -> bus -> walking,3,2026-03-16T10:23:54.935745
452,51.385011,-0.022987,cycle,83,ok,cycle,1,2026-03-16T10:24:02.054299
452,51.385011,-0.022987,transit,82,ok,walking -> bus -> walking -> tube -> national-rail -> bus -> walking,3,2026-03-16T10:24:08.247824
453,51.385011,-0.020097,cycle,82,ok,cycle,1,2026-03-16T10:24:14.251251
453,51.385011,-0.020097,transit,77,ok,walking -> bus -> walking -> tube -> national-rail -> bus -> walking,3,2026-03-16T10:24:20.503107
454,51.385011,-0.017208,cycle,83,ok,cycle,1,2026-03-16T10:24:26.355328
454,51.385011,-0.017208,transit,86,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:24:29.452770
455,51.385011,-0.014319,cycle,89,ok,cycle,1,2026-03-16T10:24:35.345423
455,51.385011,-0.014319,transit,84,ok,walking -> bus -> walking -> tube -> tube -> national-rail -> bus -> walking,3,2026-03-16T10:24:40.956188
456,51.386807,-0.24546,cycle,100,ok,cycle,1,2026-03-16T10:24:49.608966
456,51.386807,-0.24546,transit,83,ok,walking -> bus -> walking -> tube -> national-rail -> bus -> walking,3,2026-03-16T10:24:54.679341
457,51.386807,-0.24257,cycle,92,ok,cycle,1,2026-03-16T10:25:00.960653
457,51.386807,-0.24257,transit,86,ok,walking -> bus -> tube -> national-rail -> walking,3,2026-03-16T10:25:07.198784
458,51.386807,-0.239681,cycle,92,ok,cycle,1,2026-03-16T10:25:12.946632
458,51.386807,-0.239681,transit,86,ok,walking -> bus -> tube -> national-rail -> walking,3,2026-03-16T10:25:17.491991
459,51.386807,-0.236792,cycle,91,ok,cycle,1,2026-03-16T10:25:23.797904
459,51.386807,-0.236792,transit,81,ok,walking -> bus -> tube -> national-rail -> walking,3,2026-03-16T10:25:28.681171
460,51.386807,-0.233903,cycle,94,ok,cycle,1,2026-03-16T10:25:36.443725
460,51.386807,-0.233903,transit,86,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:25:41.056829
461,51.386807,-0.231013,cycle,92,ok,cycle,1,2026-03-16T10:25:47.360388
461,51.386807,-0.231013,transit,76,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:25:51.768542
462,51.386807,-0.228124,cycle,92,ok,cycle,1,2026-03-16T10:25:57.856367
462,51.386807,-0.228124,transit,75,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:26:02.717310
463,51.386807,-0.225235,cycle,91,ok,cycle,1,2026-03-16T10:26:09.068286
463,51.386807,-0.225235,transit,72,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:26:13.898499
464,51.386807,-0.222346,cycle,91,ok,cycle,1,2026-03-16T10:26:19.849059
464,51.386807,-0.222346,transit,76,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:26:25.259852
465,51.386807,-0.219456,cycle,91,ok,cycle,1,2026-03-16T10:26:31.271901
465,51.386807,-0.219456,transit,81,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:26:36.302848
466,51.386807,-0.216567,cycle,93,ok,cycle,1,2026-03-16T10:26:43.697343
466,51.386807,-0.216567,transit,81,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:26:48.619470
467,51.386807,-0.213678,cycle,92,ok,cycle,1,2026-03-16T10:26:56.916039
467,51.386807,-0.213678,transit,77,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:27:01.644713
468,51.386807,-0.210789,cycle,90,ok,cycle,1,2026-03-16T10:27:08.373994
468,51.386807,-0.210789,transit,74,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:27:13.699608
469,51.386807,-0.207899,cycle,89,ok,cycle,1,2026-03-16T10:27:20.987063
469,51.386807,-0.207899,transit,74,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:27:25.734860
470,51.386807,-0.20501,cycle,89,ok,cycle,1,2026-03-16T10:27:31.204553
470,51.386807,-0.20501,transit,76,ok,walking -> bus -> walking -> tube -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:27:36.305791
471,51.386807,-0.202121,cycle,90,ok,cycle,1,2026-03-16T10:27:43.010124
471,51.386807,-0.202121,transit,72,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:27:47.682606
472,51.386807,-0.199232,cycle,87,ok,cycle,1,2026-03-16T10:27:53.946760
472,51.386807,-0.199232,transit,73,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:27:57.637491
473,51.386807,-0.196342,cycle,86,ok,cycle,1,2026-03-16T10:28:03.018530
473,51.386807,-0.196342,transit,74,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:28:07.877269
474,51.386807,-0.193453,cycle,85,ok,cycle,1,2026-03-16T10:28:15.050848
474,51.386807,-0.193453,transit,72,ok,walking -> bus -> tube -> tube -> walking -> bus -> walking,3,2026-03-16T10:28:20.144872
475,51.386807,-0.190564,cycle,85,ok,cycle,1,2026-03-16T10:28:26.128092
475,51.386807,-0.190564,transit,72,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:28:31.145741
476,51.386807,-0.187675,cycle,83,ok,cycle,1,2026-03-16T10:28:37.154082
476,51.386807,-0.187675,transit,71,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:28:42.653862
477,51.386807,-0.184785,cycle,83,ok,cycle,1,2026-03-16T10:28:48.606735
477,51.386807,-0.184785,transit,71,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:28:53.392881
478,51.386807,-0.181896,cycle,83,ok,cycle,1,2026-03-16T10:28:59.451683
478,51.386807,-0.181896,transit,73,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:29:08.237022
479,51.386807,-0.179007,cycle,84,ok,cycle,1,2026-03-16T10:29:16.532675
479,51.386807,-0.179007,transit,68,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:29:21.412218
480,51.386807,-0.176117,cycle,82,ok,cycle,1,2026-03-16T10:29:26.262099
480,51.386807,-0.176117,transit,71,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:29:31.994117
481,51.386807,-0.173228,cycle,83,ok,cycle,1,2026-03-16T10:29:36.980132
481,51.386807,-0.173228,transit,75,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:29:41.684403
482,51.386807,-0.170339,cycle,83,ok,cycle,1,2026-03-16T10:29:48.341938
482,51.386807,-0.170339,transit,78,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:29:53.639641
483,51.386807,-0.16745,cycle,84,ok,cycle,1,2026-03-16T10:29:59.361570
483,51.386807,-0.16745,transit,81,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:30:04.250930
484,51.386807,-0.16456,cycle,83,ok,cycle,1,2026-03-16T10:30:11.360994
484,51.386807,-0.16456,transit,83,ok,walking -> bus -> walking -> tube -> tube -> bus -> walking,3,2026-03-16T10:30:16.892594
485,51.386807,-0.161671,cycle,82,ok,cycle,1,2026-03-16T10:30:23.353340
485,51.386807,-0.161671,transit,80,ok,walking -> national-rail -> walking,3,2026-03-16T10:30:27.127882
486,51.386807,-0.158782,cycle,82,ok,cycle,1,2026-03-16T10:30:32.981447
486,51.386807,-0.158782,transit,78,ok,walking -> national-rail -> bus -> walking,3,2026-03-16T10:30:38.265917
487,51.386807,-0.155893,cycle,85,ok,cycle,1,2026-03-16T10:30:45.494338
487,51.386807,-0.155893,transit,81,ok,walking -> bus -> tube -> tube -> walking -> bus -> bus -> walking,3,2026-03-16T10:30:51.459009
488,51.386807,-0.153003,cycle,88,ok,cycle,1,2026-03-16T10:30:57.538395
488,51.386807,-0.153003,transit,82,ok,walking -> national-rail -> walking,3,2026-03-16T10:31:02.704367
489,51.386807,-0.150114,cycle,88,ok,cycle,1,2026-03-16T10:31:08.842059
489,51.386807,-0.150114,transit,86,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:31:13.258350
490,51.386807,-0.147225,cycle,87,ok,cycle,1,2026-03-16T10:31:19.720563
490,51.386807,-0.147225,transit,84,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:31:24.693488
491,51.386807,-0.144336,cycle,,http_404,,,2026-03-16T10:32:58.710670
491,51.386807,-0.144336,transit,81,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:33:04.177777
492,51.386807,-0.141446,cycle,,http_404,,,2026-03-16T10:34:46.608728
492,51.386807,-0.141446,transit,78,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:34:52.761956
493,51.386807,-0.138557,cycle,86,ok,cycle,1,2026-03-16T10:34:59.434994
493,51.386807,-0.138557,transit,81,ok,walking -> national-rail -> tram -> walking,3,2026-03-16T10:35:05.433537
494,51.386807,-0.135668,cycle,87,ok,cycle,1,2026-03-16T10:35:13.864372
494,51.386807,-0.135668,transit,82,ok,walking -> bus -> walking -> national-rail -> walking -> tram -> walking,3,2026-03-16T10:35:19.838057
495,51.386807,-0.132779,cycle,88,ok,cycle,1,2026-03-16T10:35:24.932885
495,51.386807,-0.132779,transit,83,ok,walking -> bus -> walking -> national-rail -> walking -> tram -> walking,3,2026-03-16T10:35:30.703359
496,51.386807,-0.129889,cycle,87,ok,cycle,1,2026-03-16T10:35:36.275184
496,51.386807,-0.129889,transit,78,ok,walking -> bus -> walking -> national-rail -> walking -> tram -> walking,3,2026-03-16T10:35:41.261012
497,51.386807,-0.127,cycle,87,ok,cycle,1,2026-03-16T10:35:47.308461
497,51.386807,-0.127,transit,79,ok,walking -> bus -> walking -> national-rail -> walking -> tram -> walking,3,2026-03-16T10:35:52.602940
498,51.386807,-0.124111,cycle,82,ok,cycle,1,2026-03-16T10:35:58.283603
498,51.386807,-0.124111,transit,77,ok,walking -> bus -> walking -> national-rail -> overground -> walking -> bus -> walking,3,2026-03-16T10:36:03.850448
499,51.386807,-0.121221,cycle,82,ok,cycle,1,2026-03-16T10:36:10.495450
499,51.386807,-0.121221,transit,76,ok,walking -> bus -> walking -> national-rail -> overground -> walking -> bus -> walking,3,2026-03-16T10:36:16.219930
500,51.386807,-0.118332,cycle,80,ok,cycle,1,2026-03-16T10:36:21.798011
500,51.386807,-0.118332,transit,78,ok,walking -> bus -> walking -> national-rail -> overground -> walking -> bus -> walking,3,2026-03-16T10:36:26.643249
501,51.386807,-0.115443,cycle,79,ok,cycle,1,2026-03-16T10:36:31.663145
501,51.386807,-0.115443,transit,75,ok,walking -> bus -> walking -> national-rail -> overground -> bus -> walking,3,2026-03-16T10:36:38.114768
502,51.386807,-0.112554,cycle,79,ok,cycle,1,2026-03-16T10:36:43.994408
502,51.386807,-0.112554,transit,72,ok,walking -> bus -> walking -> national-rail -> overground -> bus -> walking,3,2026-03-16T10:36:49.013688
503,51.386807,-0.109664,cycle,78,ok,cycle,1,2026-03-16T10:36:57.715256
503,51.386807,-0.109664,transit,71,ok,walking -> bus -> walking -> national-rail -> overground -> bus -> walking,3,2026-03-16T10:37:03.372190
504,51.386807,-0.106775,cycle,78,ok,cycle,1,2026-03-16T10:37:09.882230
504,51.386807,-0.106775,transit,73,ok,walking -> bus -> walking -> national-rail -> overground -> bus -> walking,3,2026-03-16T10:37:16.531924
505,51.386807,-0.103886,cycle,78,ok,cycle,1,2026-03-16T10:37:22.298089
505,51.386807,-0.103886,transit,75,ok,walking -> bus -> walking -> national-rail -> overground -> bus -> walking,3,2026-03-16T10:37:28.628365
506,51.386807,-0.100997,cycle,78,ok,cycle,1,2026-03-16T10:37:35.067049
506,51.386807,-0.100997,transit,75,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:37:40.572904
507,51.386807,-0.098107,cycle,77,ok,cycle,1,2026-03-16T10:37:48.454207
507,51.386807,-0.098107,transit,72,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:37:54.471494
508,51.386807,-0.095218,cycle,77,ok,cycle,1,2026-03-16T10:38:02.661433
508,51.386807,-0.095218,transit,71,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:38:08.450000
509,51.386807,-0.092329,cycle,78,ok,cycle,1,2026-03-16T10:38:14.175122
509,51.386807,-0.092329,transit,72,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:38:17.737457
510,51.386807,-0.08944,cycle,78,ok,cycle,1,2026-03-16T10:38:19.771494
510,51.386807,-0.08944,transit,72,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:38:24.783497
511,51.386807,-0.08655,cycle,78,ok,cycle,1,2026-03-16T10:38:30.359686
511,51.386807,-0.08655,transit,73,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:38:36.427105
512,51.386807,-0.083661,cycle,80,ok,cycle,1,2026-03-16T10:38:42.652617
512,51.386807,-0.083661,transit,75,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:38:48.062602
513,51.386807,-0.080772,cycle,79,ok,cycle,1,2026-03-16T10:38:54.340448
513,51.386807,-0.080772,transit,72,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:38:59.556294
514,51.386807,-0.077883,cycle,79,ok,cycle,1,2026-03-16T10:39:05.296479
514,51.386807,-0.077883,transit,74,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:39:13.906423
515,51.386807,-0.074993,cycle,80,ok,cycle,1,2026-03-16T10:39:20.394372
515,51.386807,-0.074993,transit,73,ok,walking -> bus -> walking -> national-rail -> walking,3,2026-03-16T10:39:25.599521
516,51.386807,-0.072104,cycle,78,ok,cycle,1,2026-03-16T10:39:31.421301
516,51.386807,-0.072104,transit,72,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:39:37.561355
517,51.386807,-0.069215,cycle,78,ok,cycle,1,2026-03-16T10:39:43.037805
