point_id,lat,lon,mode,duration_min,status,legs,n_journeys,queried_at
517,51.386807,-0.069215,transit,71,ok,walking -> bus -> walking -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:39:47.650012
518,51.386807,-0.066325,cycle,78,ok,cycle,1,2026-03-16T10:39:50.601663
518,51.386807,-0.066325,transit,69,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:39:54.149136
519,51.386807,-0.063436,cycle,78,ok,cycle,1,2026-03-16T10:39:59.718888
519,51.386807,-0.063436,transit,69,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:40:03.164723
520,51.386807,-0.060547,cycle,79,ok,cycle,1,2026-03-16T10:40:08.530076
520,51.386807,-0.060547,transit,73,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:40:14.092197
521,51.386807,-0.057658,cycle,80,ok,cycle,1,2026-03-16T10:40:19.690179
521,51.386807,-0.057658,transit,76,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:40:25.467472
522,51.386807,-0.054768,cycle,82,ok,cycle,1,2026-03-16T10:40:31.752854
522,51.386807,-0.054768,transit,79,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:40:35.086581
523,51.386807,-0.051879,cycle,80,ok,cycle,1,2026-03-16T10:40:40.982704
523,51.386807,-0.051879,transit,86,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:40:46.574082
524,51.386807,-0.04899,cycle,80,ok,cycle,1,2026-03-16T10:40:52.445151
524,51.386807,-0.04899,transit,86,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:40:57.440451
525,51.386807,-0.046101,cycle,80,ok,cycle,1,2026-03-16T10:41:01.902762
525,51.386807,-0.046101,transit,84,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:41:08.207802
526,51.386807,-0.043211,cycle,80,ok,cycle,1,2026-03-16T10:41:14.122603
526,51.386807,-0.043211,transit,84,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:41:20.986486
527,51.386807,-0.040322,cycle,80,ok,cycle,1,2026-03-16T10:41:27.739589
527,51.386807,-0.040322,transit,88,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:41:33.327120
528,51.386807,-0.037433,cycle,80,ok,cycle,1,2026-03-16T10:41:39.086822
528,51.386807,-0.037433,transit,91,ok,walking -> bus -> walking -> tube -> national-rail -> walking -> bus -> walking,3,2026-03-16T10:41:44.707387
529,51.386807,-0.034544,cycle,88,ok,cycle,1,2026-03-16T10:41:51.118703
529,51.386807,-0.034544,transit,91,ok,walking -> bus -> walking -> national-rail -> bus -> walking,3,2026-03-16T10:41:56.057452
530,51.386807,-0.031654,cycle,90,ok,cycle,1,2026-03-16T10:42:02.913640
530,51.386807,-0.031654,transit,93,ok,walking -> bus -> walking -> tube -> national-rail -> walking,3,2026-03-16T10:42:07.572161
531,51.386807,-0.028765,cycle,86,ok,cycle,1,2026-03-16T10:42:14.698835
531,51.386807,-0.028765,transit,90,ok,walking -> bus -> walking -> tube -> national-rail -> walking,3,2026-03-16T10:42:20.251849
532,51.386807,-0.025876,cycle,81,ok,cycle,1,2026-03-16T10:42:25.561553
532,51.386807,-0.025876,transit,81,ok,walking -> bus -> walking -> tube -> national-rail -> bus -> walking,3,2026-03-16T10:42:30.253644
